rating,rating_raw,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count
4.5,★★★★½,2016-03-03,"★★★★½
Watched by Mike Webb 03 Mar 2016
REVIEW WORK IN PROGRESS
Zootopia (or Zootropolis in other countries) is the return of all Disney glory.
Set in a world of anthropomorphic animals, Judy Hopps (voiced by Ginnifer Goodwin) dreams of becoming the first rabbit police officer in the colorful titular city. Her dream later becomes reality, but realizes that being on a police force of big tough animals isn't easy. Determined to prove herself, she jumps at the opportunity to crack a missing mammal case. Unfortunately, that means she has to partner with Nick Wilde (voiced by Jason Bateman), a con artist fox to help solve the case.
No likes yet",111,en,watched mike webb mar review work progress zootopia zootropolis country return disney glory set world anthropomorphic animal judy hopps voiced ginnifer goodwin dream becoming first rabbit police officer colorful titular city dream later becomes reality realizes police force big tough animal easy determined prove jump opportunity crack missing mammal case unfortunately mean partner nick wilde voiced jason bateman con artist fox help solve case like yet,2016-03,66
4.0,★★★★,2016-03-05,"★★★★ Watched by Justin Harlan 05 Mar 2016
It was so good I assumed it was Pixar, but apparently Disney Animation Studios is back in a big way. It's going to be hard to supplant this from the top of my list of 2016's best animated films. It's likely to end up one of my top 5 of the year overall. I think I'll be seeing this again before it leaves theaters.
1 like",74,en,watched justin harlan mar good assumed pixar apparently disney animation studio back big way going hard supplant top list best animated film likely end one top year overall think seeing leaf theater like,2016-03,33
4.0,★★★★,2016-03-05,"★★★★
Watched by okcordero 05 Mar 2016
This review may contain spoilers. I can handle the truth.
3 likes",19,en,watched okcordero mar review may contain spoiler handle truth like,2016-03,10
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Reed Benson 06 Mar 2016
What a timely film.
There's so much to love about this movie. The characterizations were spot-on. I loved Judy Hopps from the get-go; she had the perfect combination of innocent confidence and energy. Characters whose motto is ""You can do whatever you put your mind to"" usually rub me the wrong way, but her child-like (not childish) attitude totally won me over. Meanwhile, I hated Nick Wilde for his smugness and lack of respect as soon as his true colors… more
1 like",91,en,watched reed benson mar timely film much love movie characterization spot loved judy hopps get go perfect combination innocent confidence energy character whose motto whatever put mind usually rub wrong way child like childish attitude totally meanwhile hated nick wilde smugness lack respect soon true color like,2016-03,47
4.0,★★★★,2016-03-05,"★★★★ Watched by Lucy 05 Mar 2016
Contemporary thoughts about racism and discrimination. With animals. Not just for children. Really, really cool.
No likes yet",25,en,watched lucy mar contemporary thought racism discrimination animal child really really cool like yet,2016-03,14
4.5,★★★★½,2016-03-06,"★★★★½ Watched by C.M. Teh 06 Mar 2016
Very enjoyable film with adult themes.
No likes yet",17,en,watched c teh mar enjoyable film adult theme like yet,2016-03,10
5.0,★★★★★,2016-03-05,"★★★★★
Watched by QuinnKong 05 Mar 2016
Zootopia is clever, witty, charming, funny and very entertaining. This is without a doubt one the best animated films in recent memory and it might just be my favorite. While I love The Lego Movie, I'm debating if I liked Zootopia even more and that's saying something. The voice cast was excellent, the animation was gorgeous, and it's not afraid to tackle some important themes. I went into this expecting to like it but I did not expect to love it this much.
22 likes",92,en,watched quinnkong mar zootopia clever witty charming funny entertaining without doubt one best animated film recent memory might favorite love lego movie debating liked zootopia even saying something voice cast excellent animation gorgeous afraid tackle important theme went expecting like expect love much like,2016-03,44
5.0,★★★★★,2016-03-05,"★★★★★ Watched by Bill Thompson 05 Mar 2016
Disney is a monolith, this is known by all. They have found a process by which their animated features are the equivalent of printed money for the company. There have been times when this has led to a decided lack of quality in their animated features. This is not the case with Zootopia as all involved deliver a master class in animated filmmaking, It's smart, with noir, slapstick comedy, and coming of age elements all wrapped into one. It is… more
No likes yet",92,en,watched bill thompson mar disney monolith known found process animated feature equivalent printed money company time led decided lack quality animated feature case zootopia involved deliver master class animated filmmaking smart noir slapstick comedy coming age element wrapped one like yet,2016-03,41
2.5,★★½,2016-03-06,"★★½ Watched by robokick 06 Mar 2016
Can be enjoyable with a crowd. Some good laughs, with a number of clever designs and solutions. Though to me, it's the expected, trite, sterile Hollywood bullshit time and time again.
1 like",40,en,watched robokick mar enjoyable crowd good laugh number clever design solution though expected trite sterile hollywood bullshit time time like,2016-03,20
3.0,★★★,2016-03-05,"★★★ Watched by John Murphy 05 Mar 2016
Zootopia just became the first film that my 2 year old daughter watched in a movie theater. On the one hand, I'm really glad Zootopia was her first film. On the other hand, I am a little embarrassed.
Zootopia is a beautiful film. Some of the shots in this movie are just awe inspiring. The animation is really crisp and all of the camera work is smooth and fluid so we can take in all of the great stuff being… more
No likes yet",92,en,watched john murphy mar zootopia became first film year old daughter watched movie theater one hand really glad zootopia first film hand little embarrassed zootopia beautiful film shot movie awe inspiring animation really crisp camera work smooth fluid take great stuff like yet,2016-03,43
3.0,★★★,2016-03-06,"★★★
Watched by Prof. Ratigan 06 Mar 2016
Very impressed by Disney, founded by someone with a dubious history on racial issues, making a movie this bold. Obviously funny and we'll made, it may just do some good.
1 like",40,en,watched prof ratigan mar impressed disney founded someone dubious history racial issue making movie bold obviously funny made may good like,2016-03,21
4.0,★★★★,2016-03-06,"★★★★
Watched by Wes Kelly 06 Mar 2016
It's a noir detective film disguised as a kids movie. Fantastic stuff, Disney. Also, nice Breaking Bad reference.
No likes yet",29,en,watched wes kelly mar noir detective film disguised kid movie fantastic stuff disney also nice breaking bad reference like yet,2016-03,20
4.5,★★★★½,2016-03-06,"★★★★½ Watched by maraki_tpla 06 Mar 2016
πεθαίνω με Mr. Big <3
No likes yet",15,en,watched maraki tpla mar mr big like yet,2016-03,8
3.0,★★★,2016-03-06,"★★★ Watched by Rahul Adusumilli 06 Mar 2016
I liked quite a few things about it and I'd gladly watch the sequel the day it comes out, but story-wise it's a pretty standard affair. Sticks faithfully and disappointingly to the studio format. Some references are a bit too on the nose too.
And that Shakira song. Oh my god, how awful!
1 like",63,en,watched rahul adusumilli mar liked quite thing gladly watch sequel day come story wise pretty standard affair stick faithfully disappointingly studio format reference bit nose shakira song oh god awful like,2016-03,31
3.5,★★★½,2016-03-06,"★★★½
Watched by Antonio Whitehead 06 Mar 2016
I always find the non-Pixar, non-Ghibli animated films that get praised to be a little sterile and soulless. You know, Frozen, Wreck-It Ralph, Big Hero 6, and the like. And I think this one suffers from that feeling too. I was kind of disappointed that they set up this vibrant, detailed world and then put a boring police procedural in the middle of it. Granted, most Pixar films are just road movies in one way or another, but they're also… more
No likes yet",92,en,watched antonio whitehead mar always find non pixar non ghibli animated film get praised little sterile soulless know frozen wreck ralph big hero like think one suffers feeling kind disappointed set vibrant detailed world put boring police procedural middle granted pixar film road movie one way another also like yet,2016-03,50
4.0,★★★★,2016-03-06,"★★★★
Watched by Metaluna 👽 ⚛️ Mutant 06 Mar 2016
Politicians exploit public fear for their own personal gain? More ofwhat would be expected from House of Cards than Disney animation but all of the messages in Zootopia are pulled off really well - hopefully they stick.
1 like",49,en,watched metaluna mutant mar politician exploit public fear personal gain ofwhat would expected house card disney animation message zootopia pulled really well hopefully stick like,2016-03,25
4.0,★★★★,2016-03-05,"★★★★
Watched by kwang 05 Mar 2016
A fine-tuned animation full of energy and creative juices, Zootopia delivers its message in a manner well-suited to current times. Animated tentpole films, Tyler Perry, and superheroes are such cash cows. Producers, take note: time to commence production on Madea's animated superwoman chronicles.
2 likes",52,en,watched kwang mar fine tuned animation full energy creative juice zootopia delivers message manner well suited current time animated tentpole film tyler perry superheroes cash cow producer take note time commence production madea animated superwoman chronicle like,2016-03,37
4.0,★★★★,2016-03-04,"★★★★ Watched by Anish 04 Mar 2016
Zootopia is the best Disney Animation movie since 2010's Tangled. Despite me enjoying BH6 and Wreck-It Ralph more, you can't get much closer to a perfect disney movie. One of the few animation movies to focus on social commentary, instead of jokes, which it still has. Without spoiling anything, Zootopia is my favorite (wide release) movie of the year.
1 like",68,en,watched anish mar zootopia best disney animation movie since tangled despite enjoying bh wreck ralph get much closer perfect disney movie one animation movie focus social commentary instead joke still without spoiling anything zootopia favorite wide release movie year like,2016-03,40
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Rick Williamson 05 Mar 2016
The Movie Lover's Bullet Point Review:
- This movie is gorgeous and the world of Zootopia fully realized.
- The voice cast is astounding!
- A really fantastic topical message of inclusion and what can happen when fear and overgeneralization can grip a society.
- This movie was way more intense than I thought it would be. Some of the action scenes rival those of films like The Incredibles.
- Some great setups and payoffs.
- The only regret is… more
1 like",91,en,watched rick williamson mar movie lover bullet point review movie gorgeous world zootopia fully realized voice cast astounding really fantastic topical message inclusion happen fear overgeneralization grip society movie way intense thought would action scene rival film like incredibles great setup payoff regret like,2016-03,44
4.0,★★★★,2016-03-06,"★★★★ Watched by M. Ryan 06 Mar 2016
wish this had some type of social commentary behind it
1 like",20,en,watched ryan mar wish type social commentary behind like,2016-03,9
4.5,★★★★½,2016-03-06,"★★★★½
Rewatched by TheMummy1999Fan 06 Mar 2016
Probably best not to ""Make Zootopia Great Again"".
1 like",17,en,rewatched themummy fan mar probably best make zootopia great like,2016-03,10
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Sammi 06 Mar 2016
So great. So so great. I enjoyed it a lot.
6 likes",19,en,watched sammi mar great great enjoyed lot like,2016-03,8
4.0,★★★★,2016-03-06,"★★★★ Watched by Aaron Fruit 06 Mar 2016
Wildly imaginative environments, architecture an landscapes make this world of intelligent, evolved animals really fun. As always, the Pixar animation is beautiful and the characters are likable.
The moral subtext of the plot line was poignant and timely, yet didn't feel forced as a vehicle of the main plot.
This movie is fun, and multidimensional.
No likes yet",66,en,watched aaron fruit mar wildly imaginative environment architecture landscape make world intelligent evolved animal really fun always pixar animation beautiful character likable moral subtext plot line poignant timely yet feel forced vehicle main plot movie fun multidimensional like yet,2016-03,39
4.0,★★★★,2016-03-06,"★★★★
Watched by Connor Sprickman 06 Mar 2016
I enjoyed this movie. This was a nice family film with a bunch a references hidden throughout the movie. This movie would get a ""isgood""
No likes yet",36,en,watched connor sprickman mar enjoyed movie nice family film bunch reference hidden throughout movie movie would get isgood like yet,2016-03,20
2.0,★★,2016-03-05,"★★ Watched by sam 05 Mar 2016
liked this better when it was WHO FRAMED ROGER RABBIT.
cute enough, with a nice character in bateman's fox and an anti-prejudice message simple enough for the lil'uns to digest. when do we think disney's going to make another 2D animated movie or has the pixar-ification fully taken over?
1 like",58,en,watched sam mar liked better framed roger rabbit cute enough nice character bateman fox anti prejudice message simple enough lil un digest think disney going make another animated movie pixar ification fully taken like,2016-03,34
4.0,★★★★,2016-03-04,"★★★★
Watched by Papa Sweatt 04 Mar 2016
Zootopia is hella likable. It has a fun adventure, a lovable duo, vibrant animation, and sharp humor, but what makes Zootopia truly standout, is its ability to serve a greater purpose. The themes in this film are incredibly relevant, however, these themes are addressed in clever ways. At first I was worried I was going to be beaten over the head with these themes, due to the sour opening fifteen minutes. I thought I was heading into The Lorax territory… more
9 likes",91,en,watched papa sweatt mar zootopia hella likable fun adventure lovable duo vibrant animation sharp humor make zootopia truly standout ability serve greater purpose theme film incredibly relevant however theme addressed clever way first worried going beaten head theme due sour opening fifteen minute thought heading lorax territory like,2016-03,48
3.0,★★★,2016-03-04,"★★★ Watched by Delta 04 Mar 2016
This got a lot of things right.
For one it was truly engaging and enjoyable. Secondly the main characters Judy and Wilde were incredibly real. (Judy reminded me so much of the cop in Sicario) Also there was no unrelatable bad guy who is just bad for the fun of it. The only really bad character is Assistant Mayor Bellwether and she has valid reasons for her actions. Rather the bad things in this movie are like the bad things… more
1 like",90,en,watched delta mar got lot thing right one truly engaging enjoyable secondly main character judy wilde incredibly real judy reminded much cop sicario also unrelatable bad guy bad fun really bad character assistant mayor bellwether valid reason action rather bad thing movie like bad thing like,2016-03,46
3.0,★★★,2016-03-06,"★★★ Watched by Jarret 06 Mar 2016
Missed like the last 15 minutes but whatever.
This is perfectly fine. Even though C10's gone, the Kool-aid is still here to stay.
No likes yet",33,en,watched jarret mar missed like last minute whatever perfectly fine even though c gone kool aid still stay like yet,2016-03,20
4.5,★★★★½,2016-03-06,"★★★★½
Watched by Robert Sutton 06 Mar 2016
Cute animal movies are a dime a dozen, but it's not often you get a great children's film that's so on-point and topical about race relations and togetherness. On top of that? My daughter and her best friend were literally having a dance party during the closing credits, which I'm sure is the exact reaction Disney wanted with this movie.
1 like",70,en,watched robert sutton mar cute animal movie dime dozen often get great child film point topical race relation togetherness top daughter best friend literally dance party closing credit sure exact reaction disney wanted movie like,2016-03,35
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Marcus Gibson 06 Mar 2016
""Zootopia"" stars Ginnifer Goodwin, Jason Bateman, Idris Elba, and Jenny Slate. Released on March 4, 2016, the film is about a rookie bunny cop who teams up with a sly fox to solve the case of the missing otter.
The film is directed by Byron Howard and Rich Moore, and it is the 55th animated film from Walt Disney Animation Studios. Disney has found its footing once again with creating films that inspire kids and adults with wonderful storytelling and… more
No likes yet",92,en,watched marcus gibson mar zootopia star ginnifer goodwin jason bateman idris elba jenny slate released march film rookie bunny cop team sly fox solve case missing otter film directed byron howard rich moore th animated film walt disney animation studio disney found footing creating film inspire kid adult wonderful storytelling like yet,2016-03,52
4.5,★★★★½,2016-03-04,"★★★★½ Watched by Richard Fink 04 Mar 2016
Disney has done it again with Zootopia. Probably one of the cutest and funniest films I've seen in a long time, but most importantly it is a very topical films. What easily could have been a lecture of prejudice, Disney was able to create an interesting story with wonderful character. Ginnifer Godwin is perfectly cast as Judy Hopps and no actor was better suited to play a Fox then Jason Bateman. These are two characters I hope we get to… more
2 likes",91,en,watched richard fink mar disney done zootopia probably one cutest funniest film seen long time importantly topical film easily could lecture prejudice disney able create interesting story wonderful character ginnifer godwin perfectly cast judy hopps actor better suited play fox jason bateman two character hope get like,2016-03,47
4.0,★★★★,2016-03-06,"★★★★
Watched by Doublas Mk-II 06 Mar 2016
Surprisingly great movie. It could have done without the Gazelle (Shakira) bits though.
2 likes",23,en,watched doublas mk ii mar surprisingly great movie could done without gazelle shakira bit though like,2016-03,16
4.5,★★★★½,2016-03-05,"★★★★½
Watched by Mark Herring 05 Mar 2016
SPOILER ALERT: Zootopia is America in all its flaws and glory.
If you are just writing this film off as a kid’s movie, DON’T!!!
Yes it has cute animated animals but Zootopia is meant for adults and can be enjoyed by kids. In about sixty percent of the jokes, and the best ones, will just fly over kids’ heads and make them wonder why their parents are laughing so hard. (We are talking homages to the Godfather, Breaking Bad, and… more
3 likes",91,en,watched mark herring mar spoiler alert zootopia america flaw glory writing film kid movie yes cute animated animal zootopia meant adult enjoyed kid sixty percent joke best one fly kid head make wonder parent laughing hard talking homage godfather breaking bad like,2016-03,42
4.0,★★★★,2016-03-06,"★★★★
Watched by JAPisHere 06 Mar 2016
""Zootopia"" was nearly great. It has obvious traits that all Disney Animated Studio films have - it has fluid animation (expensively produced on a blockbuster budget of 150 million) and topnotch voice and heartwarmingly relatable central characters. What may surprise many is just how timely the messages of ""Zootopia"" - a city where anybody can be anybody - are in today's social environment.
However, the screenplay stifles the effectiveness of the deep central messages of prejudice and acceptance and stereotyping… more
No likes yet",91,en,watched japishere mar zootopia nearly great obvious trait disney animated studio film fluid animation expensively produced blockbuster budget million topnotch voice heartwarmingly relatable central character may surprise many timely message zootopia city anybody anybody today social environment however screenplay stifle effectiveness deep central message prejudice acceptance stereotyping like yet,2016-03,49
5.0,★★★★★,2016-03-06,"★★★★★ Watched by Gazelle Garcia 06 Mar 2016
1
I was very concerned that friends hyping on this so hard was setting me up for disappointment. That didn't happen, not even a little bit. This gorgeous, intelligent, fun story speaks for itself. The only thing keeping Zootopia out of my top ten favorite animated features of all time is that the others have nostalgia on their side, because otherwise the quality of this film surpasses a large percent of those released before it.
Zootopia has a well executed progression… more
35 likes",92,en,watched gazelle garcia mar concerned friend hyping hard setting disappointment happen even little bit gorgeous intelligent fun story speaks thing keeping zootopia top ten favorite animated feature time others nostalgia side otherwise quality film surpasses large percent released zootopia well executed progression like,2016-03,43
4.0,★★★★,2016-03-06,"★★★★
Watched by Andrew Buckle 06 Mar 2016
What's the bet this will be Disney's best film of the year? Seriously good fun.
Knew nothing going in - what a treat.
Visually it is incredibly inventive and detailed, with a meaty procedural plot with a timely pro tolerance/equality message.
I'm actually still in awe this film exists.
No likes yet",60,en,watched andrew buckle mar bet disney best film year seriously good fun knew nothing going treat visually incredibly inventive detailed meaty procedural plot timely pro tolerance equality message actually still awe film exists like yet,2016-03,35
4.0,★★★★,2016-03-06,"★★★★
Watched by Josh 06 Mar 2016
New to me in 2016 film #25: like THE LONG GOODBYE or INHERENT VICE. But, ya know, for kids.
1 like",28,en,watched josh mar new film like long goodbye inherent vice ya know kid like,2016-03,14
4.0,★★★★,2016-03-06,"★★★★ Watched by Prodigy J 06 Mar 2016
Really good
No likes yet",13,en,watched prodigy j mar really good like yet,2016-03,8
4.0,★★★★,2016-03-06,"★★★★ Watched by Justin Wiemer 06 Mar 2016
Delightful and timely
No likes yet",14,en,watched justin wiemer mar delightful timely like yet,2016-03,8
4.5,★★★★½,2016-03-06,"★★★★½
Watched by ARegularJoe 06 Mar 2016
Funny, charming, and mature, Zootopia ranks among Disney's finest. This is a heartfelt and enjoyable ride with excellent animation and great characters. Zootopia touches on mature themes involving smart social commentary and society that both adults and kids can pick up and discuss. This is a great film that can be enjoyed by all ages.
14 likes",64,en,watched aregularjoe mar funny charming mature zootopia rank among disney finest heartfelt enjoyable ride excellent animation great character zootopia touch mature theme involving smart social commentary society adult kid pick discus great film enjoyed age like,2016-03,36
4.0,★★★★,2016-03-06,"★★★★
Watched by JohnnyCakes 06 Mar 2016
Part of the joys of having a niece is getting to see movies you would likely otherwise miss out on.
Zootopia is another great Disney release that is full of positive, smart messages that are great to shape young minds to...and hopefully some adults as well.
1 like",55,en,watched johnnycake mar part joy niece getting see movie would likely otherwise miss zootopia another great disney release full positive smart message great shape young mind hopefully adult well like,2016-03,30
2.0,★★,2016-03-06,"★★ Watched by samanthalockamy 06 Mar 2016
1
I'm sad because I was so excited about this movie because of the way it appeared to be a movie making fun of day to day annoyances through the use of cute and fluffy animals. But it was not that, it was a metaphor for racism that was so obvious it almost appeared to be making fun of racism.
Also I don't think any child in that theater laughed once.
Trite and unmemorable
3 likes",83,en,watched samanthalockamy mar sad excited movie way appeared movie making fun day day annoyance use cute fluffy animal metaphor racism obvious almost appeared making fun racism also think child theater laughed trite unmemorable like,2016-03,34
3.5,★★★½,2016-03-05,"★★★½
Watched by Charles Palentine 05 Mar 2016
With impressive animation, interesting characters, and a few solid comedic bits, Zootopia remains fun despite the abundance of plot, heavy-handed messaging, and otherwise mediocre writing. The movie, which is often visually stunning, offers a cast of characters filling the background of almost every scene, likening itself to the United States. Disney's clear, quixotic advise resonates amidst the rhetoric this election season: stereotypes are a false, foundational shortcut to blindly judge someone based on appearance, as people from all sorts of… more
No likes yet",92,en,watched charles palentine mar impressive animation interesting character solid comedic bit zootopia remains fun despite abundance plot heavy handed messaging otherwise mediocre writing movie often visually stunning offer cast character filling background almost every scene likening united state disney clear quixotic advise resonates amidst rhetoric election season stereotype false foundational shortcut blindly judge someone based appearance people sort like yet,2016-03,60
3.5,★★★½,2016-03-06,"★★★½ Watched by ChadS101 06 Mar 2016
Another solid Disney movie that had a good combination of action, comedy (kids and adults), and a message that was so heavy handed that I think it literally slapped me across the face. I really enjoyed the small homages/spoofs that are scattered throughout the movie and while the heavy handed message was a little overbearing, the movie was still very entertaining.
No likes yet",71,en,watched chad mar another solid disney movie good combination action comedy kid adult message heavy handed think literally slapped across face really enjoyed small homage spoof scattered throughout movie heavy handed message little overbearing movie still entertaining like yet,2016-03,39
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Carlo DiMicco 06 Mar 2016
Delightfully fun!
No likes yet",13,en,watched carlo dimicco mar delightfully fun like yet,2016-03,8
4.0,★★★★,2016-03-06,"★★★★
Watched by Vinny Thornburg 06 Mar 2016
Was anyone expecting this to be a film about racism and sexism and using the media and public paranoia to influence positions of those in power? I sure as hell wasn't!
And when I say that I mean that they make sure that all the species shown in the film have their own true identities as animals. No satirical moments where ""Well the lions are black people. We'll make the mice asian. The rabbit is white. That skunk can be… more
12 likes",91,en,watched vinny thornburg mar anyone expecting film racism sexism using medium public paranoia influence position power sure hell say mean make sure specie shown film true identity animal satirical moment well lion black people make mouse asian rabbit white skunk like,2016-03,41
4.0,★★★★,2016-03-06,"★★★★ Watched by Topper The Penguin 06 Mar 2016
What a delightful surprise. I went into ""Zootopia"" hoping it wasn't going to be overrated or overhyped like 2015's ""Inside out"". Fortunately, I came out of ""Zootopia"" with a big smile on my face. Hilarious at times, pretty cute, and very enjoyable for all ages. When it comes to flaws, there are some. There are some common cliches and some problems with the script. The message is also sorta predictable and common for movies like this. Other than those flaws,… more
No likes yet",93,en,watched topper penguin mar delightful surprise went zootopia hoping going overrated overhyped like inside fortunately came zootopia big smile face hilarious time pretty cute enjoyable age come flaw common cliche problem script message also sorta predictable common movie like flaw like yet,2016-03,42
4.5,★★★★½,2016-03-04,"★★★★½
Watched by Villain 04 Mar 2016
Zootopia is the best Disney animated film that I have seen in a long time. This is a movie that works for everyone. It doesn't matter if you're 4 years old or 40 years old.
I love the characters. They did such a great job of building up Judy Hopps from the moment she comes on screen so we love her almost immediately. I think she is going to go down as one of Disney's best creations of this era and… more
3 likes",91,en,watched villain mar zootopia best disney animated film seen long time movie work everyone matter year old year old love character great job building judy hopps moment come screen love almost immediately think going go one disney best creation era like,2016-03,41
2.0,★★,2016-03-06,"★★ Watched by Kenneth Kriheli 06 Mar 2016
Wow animals are dumb.
No likes yet",15,en,watched kenneth kriheli mar wow animal dumb like yet,2016-03,9
4.0,★★★★,2016-03-06,"★★★★
Watched by Simon Williams 06 Mar 2016
Thoroughly entertaining on every level. A kids movie that is genuinely fun to watch for everyone.
No likes yet",27,en,watched simon williams mar thoroughly entertaining every level kid movie genuinely fun watch everyone like yet,2016-03,16
3.5,★★★½,2016-03-06,"★★★½ Watched by Robert Love 06 Mar 2016
Sick FROZEN burn.
1 like",13,en,watched robert love mar sick frozen burn like,2016-03,8
4.5,★★★★½,2016-03-06,"★★★★½ Watched by Benjamin 06 Mar 2016
Zootopia is an incredibly realized world that is beautifully animated and I want to live there. The noir like story and important message makes this film one anyone will enjoy regardless of age. It also goes to some real dark places that the older crowd will definitely pick up on but won't ruin the film for kids. It's a lot of fun and definitely one of Disney's best.
Cheers!
2 likes",78,en,watched benjamin mar zootopia incredibly realized world beautifully animated want live noir like story important message make film one anyone enjoy regardless age also go real dark place older crowd definitely pick ruin film kid lot fun definitely one disney best cheer like,2016-03,43
4.5,★★★★½,2016-03-05,"★★★★½
Rewatched by Adryon Thomas 05 Mar 2016
1
Zootopia has everything I'd ever want in film (well except for time traveling): from a cleverly fantastic fox; to an adorably determined bunny; a neo-noir storyline; other film references; social issues that are kinda relevant today; a pretty awesome score by Giacchino; and just a beautiful film altogether.
It's so cute, and so great... Very Highly Recommended. And guess what? You can bring your children too.
36 likes",77,en,rewatched adryon thomas mar zootopia everything ever want film well except time traveling cleverly fantastic fox adorably determined bunny neo noir storyline film reference social issue kinda relevant today pretty awesome score giacchino beautiful film altogether cute great highly recommended guess bring child like,2016-03,44
3.0,★★★,2016-03-06,"★★★ Watched by tyosterman 06 Mar 2016
1
Given how it's basically an L.A. CONFIDENTIAL riff (with lots more institutional racism), thought I'd like it better. Cute enough.
To clarify, thought I'd enjoy the noirish dabbling but it was too busy being slathered with heavy-handed message. Slate was great.
6 likes",51,en,watched tyosterman mar given basically l confidential riff lot institutional racism thought like better cute enough clarify thought enjoy noirish dabbling busy slathered heavy handed message slate great like,2016-03,29
4.0,★★★★,2016-03-06,"★★★★
Watched by Matt Curione 06 Mar 2016
1
Zootopia was a delight. Great kid friendly look at racial/gender equality. Also one of the best buddy cop movies in recent memory.
7 likes",33,en,watched matt curione mar zootopia delight great kid friendly look racial gender equality also one best buddy cop movie recent memory like,2016-03,22
4.0,★★★★,2016-03-06,"★★★★ Watched by Terence Page 06 Mar 2016
1
Zootopia very smoothly and creatively blends a Childrens movie with adult themes while also making it inspirational for kids to go home with, thus making it a very entertaining movie for the entire family to enjoy.
11 likes",47,en,watched terence page mar zootopia smoothly creatively blend childrens movie adult theme also making inspirational kid go home thus making entertaining movie entire family enjoy like,2016-03,26
3.5,★★★½,2016-03-06,"★★★½
Watched by SilentDawn 06 Mar 2016
10
67/100
Zootopia is saved by the movie surrounding its message. Within each gorgeous, detail-packed, vibrant frame is a gateway to a whole new idea and subtle visual touch. I was left breathless by the colors and the boundaries that Disney Animation Studios continue to explore, building a fast and fun Noir yarn around a world just as dense and cluttered (but never overly busy). It's like a mini-Inherent Vice in how it dives into a gradual crime case while simultaneously… more
283 likes",91,en,watched silentdawn mar zootopia saved movie surrounding message within gorgeous detail packed vibrant frame gateway whole new idea subtle visual touch left breathless color boundary disney animation studio continue explore building fast fun noir yarn around world dense cluttered never overly busy like mini inherent vice dive gradual crime case simultaneously like,2016-03,52
5.0,★★★★★,2016-03-06,"★★★★★ Watched by Wintergreen 06 Mar 2016
So I watched Hot Fuzz again...
Wait, this isn't Hot Fuzz.
Then what am I doing here?
Oh yeah, this one. This one's pretty good too. And by pretty good I mean shockingly great. I'd say it's my favorite film of the year so far if it wasn't the only movie from this year I've seen. 😕
I feel like I should also note this is easily Disney's best film of this era, save for maybe Wreck-it-Ralph.
2 likes",86,en,watched wintergreen mar watched hot fuzz wait hot fuzz oh yeah one one pretty good pretty good mean shockingly great say favorite film year far movie year seen feel like also note easily disney best film era save maybe wreck ralph like,2016-03,42
4.0,★★★★,2016-03-06,"★★★★
Watched by Kacey Bange 06 Mar 2016
The cutest racism allegory ever?!?!
No likes yet",16,en,watched kacey bange mar cutest racism allegory ever like yet,2016-03,10
4.0,★★★★,2016-03-07,"★★★★
Watched by Jackadidlio 07 Mar 2016
It took a while, but Disney Studios is back on track. Awesome, funny, charming film which is not only for kids. It also relates to the mature audience with nice film quotes like Marlon Brando from 'The Godfather' and Walter and Jessy from 'Breaking Bad'. I did enjoy it.
No likes yet",59,en,watched jackadidlio mar took disney studio back track awesome funny charming film kid also relates mature audience nice film quote like marlon brando godfather walter jessy breaking bad enjoy like yet,2016-03,31
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Patrick O'Connor 06 Mar 2016
I loved this movie. My new absolute favorite Disney Animation film by a long shot. Really great stylistic spin on the classic detective mystery genre, with a very appropriate yet iconic Disney flair to it.
Aesthetically, this is the best looking animated film every created. Disney is absolutely tearing up the CG scene, and not just in the animated films department. Their Hyperion renderer allows for some crazy realistic and dynamic lighting/shading which dropped my jaw more times than I… more
No likes yet",92,en,watched patrick connor mar loved movie new absolute favorite disney animation film long shot really great stylistic spin classic detective mystery genre appropriate yet iconic disney flair aesthetically best looking animated film every created disney absolutely tearing cg scene animated film department hyperion renderer allows crazy realistic dynamic lighting shading dropped jaw time like yet,2016-03,55
5.0,★★★★★,2016-03-06,"★★★★★
Watched by Landen Williams 06 Mar 2016
This adorable, well animated, movie has a message we should I pay attention to.
5 likes",24,en,watched landen williams mar adorable well animated movie message pay attention like,2016-03,12
4.0,★★★★,2016-03-06,"★★★★
Watched by Sam Noland 06 Mar 2016
The plot is nothing new, and to a certain extent, neither are the characters. But the writing is very original and lends itself to some good social commentary that doesn't get too preachy. At least for the most part. This movie does what a lot of good animated movies do, and creates a world that is interesting and open to A LOT of visual gags. All this being said, I would recommend this to anyone who is a fan of animated movies.
6 likes",92,en,watched sam noland mar plot nothing new certain extent neither character writing original lends good social commentary get preachy least part movie lot good animated movie creates world interesting open lot visual gag said would recommend anyone fan animated movie like,2016-03,41
4.5,★★★★½,2016-03-06,"★★★★½ Watched by Merriweather 06 Mar 2016
My only flaw is its a bit predictable
No likes yet",18,en,watched merriweather mar flaw bit predictable like yet,2016-03,8
