rating,date,comment,raw_word_count,language,clean_comment,year_month,clean_word_count
4.0,2017-02-05,Great movie with a sweet message that will keep the whole family entertained! The animations were stunning and the characters were well developed. It could have been a bit more original but overall I'd say see it.,37,en,great movie sweet message keep whole family entertained animation stunning character well developed could bit original overall say see,2017-02,19
4.5,2017-02-05,great film and fun to watch,6,en,great film fun watch,2017-02,4
4.0,2017-02-04,"Delightful from Disney as expected. Touching story, probably the most relevant of the year.",14,en,delightful disney expected touching story probably relevant year,2017-02,8
4.5,2017-02-04,Story: 9|10 Animation:9|10 Characters:9|10 Overall: 9|10 (The definitive great movie.),10,en,story animation character overall definitive great movie,2017-02,7
4.0,2017-02-04,"There is so much love, wit and technical brilliance lavished on this Disney feature that it's a shame they didn't chop out twenty minutes. A wonderful hybrid of film noir, jaw-dropping animation, very funny dialogue and thinly-disguised commentary (on racism, bureaucracy, etc) it has so many subtle and glancing gags that it demands repeat viewings. Much of it will go over the heads of very young children, but there's enough visually to keep them engaged and amused.",77,en,much love wit technical brilliance lavished disney feature shame chop twenty minute wonderful hybrid film noir jaw dropping animation funny dialogue thinly disguised commentary racism bureaucracy etc many subtle glancing gag demand repeat viewing much go head young child enough visually keep engaged amused,2017-02,44
4.0,2017-02-03,"This was great!! What a fun, funny movie!!",8,en,great fun funny movie,2017-02,4
2.5,2017-02-02,very good but resembles racism and drugs,7,en,good resembles racism drug,2017-02,4
4.0,2017-02-02,Sooo nice! Loved the fresh approach.,6,en,sooo nice loved fresh approach,2017-02,5
5.0,2017-02-02,"Zootopia soars high with it's cutting edge animation, impecable attention to detail, lovable characters, but most of all it does an excellent job of portraying and teaching it's intended message.",30,en,zootopia soar high cutting edge animation impecable attention detail lovable character excellent job portraying teaching intended message,2017-02,17
4.5,2017-02-01,"This movie is so awesome, it has great characters, a super interesting plot, some beautiful messages both for us and the kids, a really cool soundtrack by Michael Giacchino and two protagonists that are just amazing! Full SPOILER-FREE Review @ http://wp.me/p7N9MN-L0 Rating: A",43,en,movie awesome great character super interesting plot beautiful message u kid really cool soundtrack michael giacchino two protagonist amazing full spoiler free review http wp p n mn l rating,2017-02,30
5.0,2017-01-31,"A Beautiful Animated movie with a nice message ""Try Everything"" and 'You can be what You Dream For'.",18,en,beautiful animated movie nice message try everything dream,2017-01,8
4.5,2017-01-30,"Brilliantly Written and beautifully animated, funny. Zootopia, actually presents us with a world, tho very similar to ours, also very different. They have celebrities, who like in our world publicly express opinions on subjects, they have no qualification for speaking. There the authority is also arrested right after the appearing of the first evidence, which is refreshing from real live.",60,en,brilliantly written beautifully animated funny zootopia actually present u world tho similar also different celebrity like world publicly express opinion subject qualification speaking authority also arrested right appearing first evidence refreshing real live,2017-01,33
4.0,2017-01-30,"The unlikely partnership between rabbit and fox leads to epic chases, thrilling visuals, and conspiracies in this gritty (for a Disney movie) detective story.",24,en,unlikely partnership rabbit fox lead epic chase thrilling visuals conspiracy gritty disney movie detective story,2017-01,15
5.0,2017-01-30,Best animated feature in a while.,6,en,best animated feature,2017-01,3
5.0,2017-01-30,Amazing computer animation ever!!! ZooTopia is a best film,9,en,amazing computer animation ever zootopia best film,2017-01,7
5.0,2017-01-29,"i love this movie, it's brilliant, the story is so original you never get bored. 100% recommended.",17,en,love movie brilliant story original never get bored recommended,2017-01,9
5.0,2017-01-28,"One of the best animated movies I've seen! Very very smart, has a lot to say about gender roles, racism, and following your dreams. Also, some great parody moments of The Godfather and Breaking Bad.",35,en,one best animated movie seen smart lot say gender role racism following dream also great parody moment godfather breaking bad,2017-01,20
4.0,2017-01-27,"Thoughtful, creative and empowering, ""Zootopia"" inspires us to be our best selves-open-minded, compassionate and resilient dreamers and doers.",18,en,thoughtful creative empowering zootopia inspires u best self open minded compassionate resilient dreamer doer,2017-01,14
5.0,2017-01-26,The best movie of 2016,5,en,best movie,2017-01,2
5.0,2017-01-25,"This movie is so awesome, it has great characters, a super interesting plot, some beautiful messages both for us and the kids, a really cool soundtrack by Michael Giacchino and two protagonists that are just amazing! Full SPOILER-FREE Review @ http://wp.me/p7N9MN-L0 Rating: A",43,en,movie awesome great character super interesting plot beautiful message u kid really cool soundtrack michael giacchino two protagonist amazing full spoiler free review http wp p n mn l rating,2017-01,30
3.5,2017-01-24,"Even the worst Disney films are nearly impossible to fully hate. Their gorgeous animation and visual inventiveness, not to mention their desire to make us all feel warm and fuzzy, is always something to admire. Zootopia is far from a bad film, but for a Disney product, it's pretty unremarkable. The hero is familiar, the lessons have been done to death, as have many of the stereotypical characters. It looks excellent, but in this day and age and with the kind of talent and computing power Disney possesses, there's absolutely no excuse for their films to look poor. I did enjoy it for the most part, but there was the unescapable feeling that I'd seen it before, it's very brave for the issues of stereotyping and prejudice that it addresses, and proves that a company making film predominantly for children isn't afraid to also tackle adult issues. I could easily watch it again, but if given the choice, I'd easily chose the likes of Toy Story and Wall-E instead.",169,en,even worst disney film nearly impossible fully hate gorgeous animation visual inventiveness mention desire make u feel warm fuzzy always something admire zootopia far bad film disney product pretty unremarkable hero familiar lesson done death many stereotypical character look excellent day age kind talent computing power disney possesses absolutely excuse film look poor enjoy part unescapable feeling seen brave issue stereotyping prejudice address prof company making film predominantly child afraid also tackle adult issue could easily watch given choice easily chose like toy story wall e instead,2017-01,87
3.0,2017-01-24,"Zootopia, a movie that unfortunately will probably win the Oscar this year, is, in my opinion, an overrated movie, that tell us, one more time, a story about the importance of follow our dreams. It isn't very original and it isn't the most interesting animation movie, but it is undeniably clever, twisted and unpredictable.",54,en,zootopia movie unfortunately probably win oscar year opinion overrated movie tell u one time story importance follow dream original interesting animation movie undeniably clever twisted unpredictable,2017-01,26
4.5,2017-01-24,"Very good, despite Judy's penchant for blackmail and consorting with organized crime figures. ;)",14,en,good despite judy penchant blackmail consorting organized crime figure,2017-01,9
5.0,2017-01-24,Sloths need they're own movie!,5,en,sloth need movie,2017-01,3
3.5,2017-01-23,"Zootopia is fun and relevant, and rises above the typical animated heartwarming storyline to a degree, but still runs heavily on cliches and a predictable plot. Still, it is entertaining and beautifully animated, with fun characters.",36,en,zootopia fun relevant rise typical animated heartwarming storyline degree still run heavily cliche predictable plot still entertaining beautifully animated fun character,2017-01,21
4.0,2017-01-22,"Surprisingly good, and family friendly! (Basically 'Robots' with animals)",9,en,surprisingly good family friendly basically robot animal,2017-01,7
4.0,2017-01-21,A perfect family movie for these scary modern times. The anti prejudice and all inclusive message is what kids and adults all need right now.,25,en,perfect family movie scary modern time anti prejudice inclusive message kid adult need right,2017-01,14
4.0,2017-01-21,The animation is very beautiful. The voice acting is pretty good and they fit the characters for the most part. The voices of some of the characters are a little off. The story is a simple but reflects are own society so well. This is a very entertaining movie.,49,en,animation beautiful voice acting pretty good fit character part voice character little story simple reflects society well entertaining movie,2017-01,19
4.0,2017-01-20,Not really a kid movie.,5,en,really kid movie,2017-01,3
4.0,2017-01-19,Best animated movie I saw in 2016.,7,en,best animated movie saw,2017-01,4
5.0,2017-01-16,"AWESOME! Everyone should see this movie at least once in their lifetime. Great storyline, plot, and everything about this movie.",20,en,awesome everyone see movie least lifetime great storyline plot everything movie,2017-01,11
1.0,2017-01-16,This movie portrays some pretty horrible messages that could be seen from different perspectives but all lead to an ultimately racist conclusion. A child's film should not be polluted with these kind of messages.,34,en,movie portrays pretty horrible message could seen different perspective lead ultimately racist conclusion child film polluted kind message,2017-01,18
5.0,2017-01-16,"Zootopia: Gentle to talk about complex social problems for children, as well as ""Inside Out"".",15,en,zootopia gentle talk complex social problem child well inside,2017-01,9
4.0,2017-01-15,"Fun, well made film that will entertain the kids and adults. Sure, the second half is predictable, but it's a kids movie! Some great characters, decent laughs and lovely animation. My kids loved it.",34,en,fun well made film entertain kid adult sure second half predictable kid movie great character decent laugh lovely animation kid loved,2017-01,21
5.0,2017-01-15,"Forget it, Judy. It's Zootopia",5,en,forget judy zootopia,2017-01,3
5.0,2017-01-14,This movie was great for all ages the hot range was 6-13. The story writter. I love how they really put the size into play. This movie really sent a massage about stereotypical and how that is a issue. I also love Jason Bateman's moxie voice. That is why it is *****,52,en,movie great age hot range story writter love really put size play movie really sent massage stereotypical issue also love jason bateman moxie voice,2017-01,24
5.0,2017-01-14,"What a brilliant animated comedy, such a good message to the youth. I really enjoyed this movie :)",18,en,brilliant animated comedy good message youth really enjoyed movie,2017-01,9
3.5,2017-01-13,Great movie with laughs and for the whole family!,9,en,great movie laugh whole family,2017-01,5
5.0,2017-01-12,"Disney has managed to turn a cop comedy into an animated movie, that people of all ages can enjoy, all while discussing drug and racism problems.",26,en,disney managed turn cop comedy animated movie people age enjoy discussing drug racism problem,2017-01,14
5.0,2017-01-11,"Zootopia is a film that just because you are a girl and a rabbit doesn't mean you can't do a certain thing. A woman is a fighter just like you see in this film. A women like the rabbit or any women in general, never quits no matter how hard because they proof you wrong.",55,en,zootopia film girl rabbit mean certain thing woman fighter like see film woman like rabbit woman general never quits matter hard proof wrong,2017-01,23
4.0,2017-01-10,"Zootopia has a maturity about it that properly welcomes all ages. It's smart and involving, exciting and intense, and while its animation doesn't do much to make it stand out, the voice acting and character building help to make it shine. While a very obvious leftist political statement preaches subjective identity, it doesn't do much to address the questions the film itself brings up at times (can a fox really become an elephant?). Overall, an enjoyable film.",77,en,zootopia maturity properly welcome age smart involving exciting intense animation much make stand voice acting character building help make shine obvious leftist political statement preaches subjective identity much address question film brings time fox really become elephant overall enjoyable film,2017-01,40
4.5,2017-01-10,"The world built for these anthropomorphic animals is pretty special. The neighborhoods that Judy Hopps passes through in the big city during an early comic chase scene shows lots of variety and sly references. My wife and I do not have kids and we have not watched this with any nieces or nephews, but I can say with certainty that adults will be entertained and appreciate many of the jokes. There's a great celebrity cast of voice talent, but rather than making sure you recognize each celeb their voices naturally serve the characters and story. It entertainingly tells a story about diversity in a society like ours with many stereotypes and prejudices at play.",114,en,world built anthropomorphic animal pretty special neighborhood judy hopps pass big city early comic chase scene show lot variety sly reference wife kid watched niece nephew say certainty adult entertained appreciate many joke great celebrity cast voice talent rather making sure recognize celeb voice naturally serve character story entertainingly tell story diversity society like many stereotype prejudice play,2017-01,58
4.5,2017-01-09,A fun movie that stays relevant and keeps you entertained,10,en,fun movie stay relevant keep entertained,2017-01,6
3.5,2017-01-09,Very Cute! Funny how they threw the BB parity in there.,11,en,cute funny threw bb parity,2017-01,5
3.0,2017-01-08,Jason Bateman's voice is perfect for his character.,8,en,jason bateman voice perfect character,2017-01,5
5.0,2017-01-08,"Mind blowing animation, from zootopia one of the best animation films you will ever see it will be up their with films like toy story, lion king, and finding nemo fun for the whole family.",35,en,mind blowing animation zootopia one best animation film ever see film like toy story lion king finding nemo fun whole family,2017-01,21
5.0,2017-01-08,"With a fully realized and interesting world that is made all the better by stunning animation this is a film that can appeal to most people. It also a great cast of voice actors, it is filled with laughs, entertaining throughout, good score by Michael Giacchino (again), even the set pieces are fun and it has plenty of underlying themes that resonate really well in the current social and political climate.",71,en,fully realized interesting world made better stunning animation film appeal people also great cast voice actor filled laugh entertaining throughout good score michael giacchino even set piece fun plenty underlying theme resonate really well current social political climate,2017-01,38
5.0,2017-01-07,"This is definitely my favourite movie of all time. Adventourous, exciting, hilarious and it's full of plot twist. Animals teach you that you can be whoever you want in life, if you have willpower",34,en,definitely favourite movie time adventourous exciting hilarious full plot twist animal teach whoever want life willpower,2017-01,16
5.0,2017-01-07,Very entertaining & easy to watch,6,en,entertaining easy watch,2017-01,3
4.5,2017-01-07,love this movie...very creative and cleaver,6,en,love movie creative cleaver,2017-01,4
5.0,2017-01-06,"I loved this movie, nuf' said.",6,en,loved movie nuf said,2017-01,4
4.0,2017-01-05,Another really solid film from Disney Animation. I like the direction they're going with messages of inclusion and acceptances.,19,en,another really solid film disney animation like direction going message inclusion acceptance,2017-01,12
4.5,2017-01-05,"I really liked it, it has all nice stuff from all good-old cartoons. Great job Disney",16,en,really liked nice stuff good old cartoon great job disney,2017-01,10
4.0,2017-01-05,Truly one of the most relevant plots ever executed by Disney. Humor is abundant but sprinkled modestly throughout for a new staple of classic family movie collections.,27,en,truly one relevant plot ever executed disney humor abundant sprinkled modestly throughout new staple classic family movie collection,2017-01,18
1.0,2017-01-03,This is a kids movie and not an enjoyable one.,10,en,kid movie enjoyable one,2017-01,4
5.0,2017-01-03,"Zootopia is arguably my favorite animated movie of 2016 and one of my favorite animated movies EVER!From the clever story,greatly developed characters, splendid animation,intense action scenes,to the dark twist make these the smartest Disney movie ever! Its also shocking because this movie can be mostly turned to adults on how clever the moral is. I have no problems and I'm glad this is a different movie from things like recent ""Moana"". I'd recommend this movie to ALL ages!",78,en,zootopia arguably favorite animated movie one favorite animated movie ever clever story greatly developed character splendid animation intense action scene dark twist make smartest disney movie ever also shocking movie mostly turned adult clever moral problem glad different movie thing like recent moana recommend movie age,2017-01,46
5.0,2017-01-02,"The story is great, I love the characters and the animation is just beautiful!",14,en,story great love character animation beautiful,2017-01,6
5.0,2017-01-01,"Zootopia is in every aspect a masterpiece with clever jokes, strong characters, beautiful animation and deep messages. A perfect movie that everyone must see! /Alexander",25,en,zootopia every aspect masterpiece clever joke strong character beautiful animation deep message perfect movie everyone must see alexander,2017-01,18
0.5,2017-01-01,Disney went in over their head trying to address America's biggest social issues.,13,en,disney went head trying address america biggest social issue,2017-01,9
5.0,2016-12-31,"An exceptional movie, great voice acting and story and animation was brilliant.",12,en,exceptional movie great voice acting story animation brilliant,2016-12,8
5.0,2016-12-31,this movie is supposed to be the best movie yet of 2016 (my opinion),14,en,movie supposed best movie yet opinion,2016-12,6
5.0,2016-12-31,"Zootopia is a great family flick that all will enjoy, while also providing an important message in a unique way!",20,en,zootopia great family flick enjoy also providing important message unique way,2016-12,11
5.0,2016-12-31,A smart and creative movie that takes advantage of the world and characters it creates with modern and prevalent? themes themes.,21,en,smart creative movie take advantage world character creates modern prevalent theme theme,2016-12,12
4.0,2016-12-30,"Though it's theme may lack subtly and its protagonist seems like a self-insert at times, Zootopia pushes past its flaws with memorable characters, a tight screenplay, superlative character animation, making for a well-paced, funny and engaging story for people of any age.",42,en,though theme may lack subtly protagonist seems like self insert time zootopia push past flaw memorable character tight screenplay superlative character animation making well paced funny engaging story people age,2016-12,30
4.5,2016-12-30,"Zootopia is an animated movie that features themes that will resonate with everyone who watches it. All of the voice actors are great in this movie, especially Jason Bateman. There are some risky jokes in here for adults and those risks pay off most of the time. There are a few jokes that call flat. Like I said before, the themes in this movie are some that kids need to learn and adults need to recognize. Highly recommend this movie to everyone",82,en,zootopia animated movie feature theme resonate everyone watch voice actor great movie especially jason bateman risky joke adult risk pay time joke call flat like said theme movie kid need learn adult need recognize highly recommend movie everyone,2016-12,38
5.0,2016-12-29,I liked alot.. Great for kids and grown ups together.. Keeps us entertained and a wide variety of different zoo animals..,21,en,liked alot great kid grown ups together keep u entertained wide variety different zoo animal,2016-12,15
5.0,2016-12-29,"Zootopia exels at every level. Being thoughtful,fun and interesting engaging everyone from smallest child to oldest grandparent.",17,en,zootopia exels every level thoughtful fun interesting engaging everyone smallest child oldest grandparent,2016-12,13
4.5,2016-12-28,Zootopia is a anthropomorphic animated movie that has a lot to say about race and prejudicous and it uses it's animal characters as a sudle metaphor never preecheing about the message in the end zootopia is vibrant and smart in both it's themes and visual,45,en,zootopia anthropomorphic animated movie lot say race prejudicous us animal character sudle metaphor never preecheing message end zootopia vibrant smart theme visual,2016-12,22
4.0,2016-12-27,"""Zootopia"" is another winning example of what Disney does best - appealing to a broad range of audiences with a smart, vibrantly animated adventure anchored by mature ideas at its core.",31,en,zootopia another winning example disney best appealing broad range audience smart vibrantly animated adventure anchored mature idea core,2016-12,18
4.5,2016-12-27,"Fun, eye-popping and intriguing with a socially conscious undercurrent, Disney finally does something truly innovative with the ""anthropomorphic talking animal"" genre.",21,en,fun eye popping intriguing socially conscious undercurrent disney finally something truly innovative anthropomorphic talking animal genre,2016-12,16
5.0,2016-12-26,"A fabulous addition to the Disney film list with the introduction to a new and fabulous world with wonderful and lovable characters. The perfect balance of comedy, action and friendship, this film is a must for any Disney fan!",39,en,fabulous addition disney film list introduction new fabulous world wonderful lovable character perfect balance comedy action friendship film must disney fan,2016-12,21
4.5,2016-12-26,"Charming, exciting animated Disney film that will appeal to adults as well as children.",14,en,charming exciting animated disney film appeal adult well child,2016-12,9
5.0,2016-12-26,"First Inside out showed us all how our minds work and taught the life-affirming lesson that sadness is a useful part of life. And now Zootopia is tackling prejudice and how we should deal with diversity in our community (in the age of brexit, trump and anti-migrant sentiment everywhere). These are more than family films. And these are dramatic Ideological improvements on The Lion King and Aladdin. Good work Disney.",70,en,first inside showed u mind work taught life affirming lesson sadness useful part life zootopia tackling prejudice deal diversity community age brexit trump anti migrant sentiment everywhere family film dramatic ideological improvement lion king aladdin good work disney,2016-12,38
4.5,2016-12-25,Awesome Disney movie! Disney magic and a new classic,9,en,awesome disney movie disney magic new classic,2016-12,7
3.5,2016-12-25,"Disney's finally back in form with this, which in light of current global events, might be a lot more political than they intended. Gorgeously animated, with voice actors who truly bring their animated counterparts to life, this is a highly entertaining film that gives a tired old cliche some fresh energy.",51,en,disney finally back form light current global event might lot political intended gorgeously animated voice actor truly bring animated counterpart life highly entertaining film give tired old cliche fresh energy,2016-12,30
3.5,2016-12-24,Enjoyable animation which will surely spurn a sequel.,8,en,enjoyable animation surely spurn sequel,2016-12,5
5.0,2016-12-24,"What a fantastic surprise! Clever, witty & a barrel of laughs. Thanks Netflix!",13,en,fantastic surprise clever witty barrel laugh thanks netflix,2016-12,8
5.0,2016-12-24,There has never been a Disney movie that made me laugh so hard. Zootopia is that movie.,17,en,never disney movie made laugh hard zootopia movie,2016-12,8
5.0,2016-12-24,"Disney succeeds in breaking the two-dimensional boundaries of animated pictures. Tackling race, inequality and highlighting the importance of empathy in today's world, Zootopia teaches a valuable lesson while simultaneously entertaining viewers - young and old.",35,en,disney succeeds breaking two dimensional boundary animated picture tackling race inequality highlighting importance empathy today world zootopia teach valuable lesson simultaneously entertaining viewer young old,2016-12,25
3.0,2016-12-22,"I love Disney but this was long, boring, and not very funny",12,en,love disney long boring funny,2016-12,5
4.5,2016-12-22,"Great metaphor for societal bias, in-groups and out-groups. Surprisingly fun and engaging. Not as predictable as I thought.",18,en,great metaphor societal bias group group surprisingly fun engaging predictable thought,2016-12,11
5.0,2016-12-22,best animated movie this year,5,en,best animated movie year,2016-12,4
4.0,2016-12-22,"This movie is chalked full of messages about racism, discrimination, and prejudice. Totally not what I expected in a movie about anthropomorphic animals. Really glad it wasn't a copy of Madagascar. haha (Even though I do remember liking that movie.) But... honestly, if I think too deep into it, it gets confusing. The prey is in the majority, but the predators are in charge of (most of) the police and government. Both the prey and predators suffer from prejudice of different types, and then it gets more complicated when you break the prey and predator groups into types of animals and the stereotypes about them. So I don't know if the analogy crosses over into the human world perfectly. However, overall I think the message is good. Don't let stereotypes define you, and don't judge people based on them. BUUUT about the movie itself. I *love* that this movie was very unpredictable. The characters had a lot of dimension. The jokes were awesome, and overall it was really fun.",169,en,movie chalked full message racism discrimination prejudice totally expected movie anthropomorphic animal really glad copy madagascar haha even though remember liking movie honestly think deep get confusing prey majority predator charge police government prey predator suffer prejudice different type get complicated break prey predator group type animal stereotype know analogy cross human world perfectly however overall think message good let stereotype define judge people based buuut movie love movie unpredictable character lot dimension joke awesome overall really fun,2016-12,78
3.0,2016-12-22,"Fun, at least in the sense that it is better than not watching it on a transcontinental airplane ride -- but not as fun as many people seem to think. It takes a lot for me to love an animated feature, I confess.",43,en,fun least sense better watching transcontinental airplane ride fun many people seem think take lot love animated feature confess,2016-12,19
5.0,2016-12-20,"This movie is just a masterpiece not just because its wonderful way that gives its many messages by ,but also because its messages and how they are smart and new for children and how far the children really need these morals nowadays Also, it's beautifully animated and the cast is just suitable for the characters it has a plenty of funny scenes which we didn't watch before in any animated movie or even a live-action movie This movie is like a comedy-adventure-action-crime movie and despite that it never made the viewers feel confused while watching it The movie's characters are definitely the most complicated characters I've ever seen in an animated movie even the most of live-action ones nowadays have flat characters",122,en,movie masterpiece wonderful way give many message also message smart new child far child really need moral nowadays also beautifully animated cast suitable character plenty funny scene watch animated movie even live action movie movie like comedy adventure action crime movie despite never made viewer feel confused watching movie character definitely complicated character ever seen animated movie even live action one nowadays flat character,2016-12,64
5.0,2016-12-20,Awesome movie. Literally cried for an hour after watching. Wow! Awesome movie!,12,en,awesome movie literally cried hour watching wow awesome movie,2016-12,9
3.0,2016-12-19,Cute movie. I was more interested in watching my kids watch this movie. It was cute. Had a few cool plot twists. And decent story. The only thing this movie really lacked was motivation. For a kids movie that's something I would expect. It was a good movie all in all. Kids loved it,54,en,cute movie interested watching kid watch movie cute cool plot twist decent story thing movie really lacked motivation kid movie something would expect good movie kid loved,2016-12,27
4.5,2016-12-19,Very kid friendly but a little bit of violence.,9,en,kid friendly little bit violence,2016-12,5
1.0,2016-12-18,"I understand that this movie was supposed to have hidden moral messages but it came off as preachy self-righteous, bigoted and boring. There was no doubt that this movie slanted left and it made no point in hiding it. I wouldn't let my son watch it not because I disagree with what it is trying to convey but I can't stand movies made for children that try to indoctrinate their young viewers. I might could let some of the preachy dialogue slide if it was actually funny but it just wasn't. I won't deny that it was original but it just wasn't compelling enough to like. The side characters were forgettable and their jokes bombed. The only one that was actually at least partially interesting was the fox but only because the characters around him were so bland. Please Hollywood leave our children alone and trust the parents to teach their children to be good honest people.",157,en,understand movie supposed hidden moral message came preachy self righteous bigoted boring doubt movie slanted left made point hiding let son watch disagree trying convey stand movie made child try indoctrinate young viewer might could let preachy dialogue slide actually funny deny original compelling enough like side character forgettable joke bombed one actually least partially interesting fox character around bland please hollywood leave child alone trust parent teach child good honest people,2016-12,72
5.0,2016-12-18,Certainly up there with some of Disney's best animated features. Great wit and the visuals just keep getting better and better.,21,en,certainly disney best animated feature great wit visuals keep getting better better,2016-12,12
3.0,2016-12-17,"Movie afternoon with Gertie. My barometer is did I stay awake. Boy did I. This has great nods to The Godfather and Breaking Bad, without abandoning the kids. Love and tolerance are the themes - you would need a cruel heart to resist.",43,en,movie afternoon gertie barometer stay awake boy great nod godfather breaking bad without abandoning kid love tolerance theme would need cruel heart resist,2016-12,23
3.5,2016-12-17,"It's got a good sociopolitical message and charming characters, plus a couple of genuinely scary (for a kid's movie) moments. Some of the humor felt forced.",26,en,got good sociopolitical message charming character plus couple genuinely scary kid movie moment humor felt forced,2016-12,16
4.5,2016-12-17,"I've never had so many consecutive near-heart-attacks. This movie is disturbingly adorable, smart, and, although you're watching animated talking animals, the characters are incredibly human.",25,en,never many consecutive near heart attack movie disturbingly adorable smart although watching animated talking animal character incredibly human,2016-12,18
5.0,2016-12-17,My Daughter Loved It.,4,en,daughter loved,2016-12,2
5.0,2016-12-17,i really like zootopia. its amazing,6,en,really like zootopia amazing,2016-12,4
4.5,2016-12-16,"Disney's Zootopia is without a doubt my favorite animated film of the year. It was funny, heartwarming, cleverly written, and enjoyable for both kids and adults alike.",27,en,disney zootopia without doubt favorite animated film year funny heartwarming cleverly written enjoyable kid adult alike,2016-12,16
5.0,2016-12-16,the best Animation movie of 2016 (so far),8,en,best animation movie far,2016-12,4
2.0,2016-12-16,This was the typical feel good animation. The bunny was cute for one second then got on my nerves. I'd rather watch something else.,24,en,typical feel good animation bunny cute one second got nerve rather watch something else,2016-12,14
4.5,2016-12-16,Really good with great animation,5,en,really good great animation,2016-12,4
4.5,2016-12-16,"Zootopia review. What a wonderfully delightful movie. Some of the the best characters I've seen in a movie and so funny. The sloths are hilarious. Zootopia is going to smash the holiday box office open as it is intelligent and fun the whole way through. The big thing to consider for this movie is whether it is suitable for young children. I had already read some reviews that were saying 5 and 6 years olds may find some scenes scary. And that could be true. I didn't think the boo scenes were that startling, there is really only one jump moment in the whole thing that made everyone leap out of their seats. The part I found most intense was the language. It is not swearing but the characters are rather forceful with their words. If you are uncomfortable with characters aggressively scratching or pushing each other while they say things like ""you jerk, shut up"", then this movie may be too old for your child. The one thing I can say without reserve is that all adults should go see it. You will love it.",186,en,zootopia review wonderfully delightful movie best character seen movie funny sloth hilarious zootopia going smash holiday box office open intelligent fun whole way big thing consider movie whether suitable young child already read review saying year old may find scene scary could true think boo scene startling really one jump moment whole thing made everyone leap seat part found intense language swearing character rather forceful word uncomfortable character aggressively scratching pushing say thing like jerk shut movie may old child one thing say without reserve adult go see love,2016-12,89
4.5,2016-12-15,"The animation, the story, everything in this is fantastic.",9,en,animation story everything fantastic,2016-12,4
4.5,2016-12-15,"To begin with, my opinion on Disney's Zootopia is that it is a nicely animated and a fun to watch movie. Zootopia is based in a big city called Zootopia. Zootopia is full of a lot of different species who live all together in harmony. The characters in Zootopia are very likeable, fun, and entertaining in my opinion. The story is about a bunny named Judy Hopps which is voiced by Ginnifer Goodwin. Judy Hopps wants to be a cop so she graduates from a police academy to fulfil that dream. The rabbit, Judy, is the first of her species to become a cop so she is assigned to an embarrassing parking detail. She eventually gives in on a case to find a missing otter, and gets help from a sly fox of the name of Nick Wilde by blackmailing. Nick Wilde is voiced by Jason Bateman. I feel as if the lesson learned from watching this Zootopia is how discrimination tears everyone apart and does not help anything. The voice acting, lip syncing, etc are very convincing. I like how the fox and the bunny's relationship starts out bumpy and then turns into a friendship. I like how determined and motivated the bunny is when it comes to following her dreams. In conclusion, Zootopia is a family friendly movie that teaches good morals and combats discrimination. Overall, I found this movie very pleasant to watch. I highly recommend to anyone to watch this film. I give Zootopia a fresh tomato as the final verdict.",255,en,begin opinion disney zootopia nicely animated fun watch movie zootopia based big city called zootopia zootopia full lot different specie live together harmony character zootopia likeable fun entertaining opinion story bunny named judy hopps voiced ginnifer goodwin judy hopps want cop graduate police academy fulfil dream rabbit judy first specie become cop assigned embarrassing parking detail eventually give case find missing otter get help sly fox name nick wilde blackmailing nick wilde voiced jason bateman feel lesson learned watching zootopia discrimination tear everyone apart help anything voice acting lip syncing etc convincing like fox bunny relationship start bumpy turn friendship like determined motivated bunny come following dream conclusion zootopia family friendly movie teach good moral combat discrimination overall found movie pleasant watch highly recommend anyone watch film give zootopia fresh tomato final verdict,2016-12,133
0.5,2016-12-15,one of those movies that has a great start and falls flat,12,en,one movie great start fall flat,2016-12,6
4.5,2016-12-12,"When Peter Byrne recommends an animated film, you listen, and this one did not disappoint. Clever and sweet, it is packed equally with truly funny jokes and strong messages about navigating a world filled with difference kindly and thoughtfully. Plus, Nick Wilde is now the third cartoon fox to inspire a species-crossing crush for me (hellooo Robin Hood and Fantastic Mister).",61,en,peter byrne recommends animated film listen one disappoint clever sweet packed equally truly funny joke strong message navigating world filled difference kindly thoughtfully plus nick wilde third cartoon fox inspire specie crossing crush hellooo robin hood fantastic mister,2016-12,38
5.0,2016-12-11,"Despite didn't watch the movie in theaters or DVD this year, I can see why it deserves 100% of being likable in the first place. Zootopia does have lots of charming and humorous characters that gave a movie a perfect thumbs up and the plot that didn't went out of the crime scene wonderfully. I will love the movie no matter what else it has to make me smile all the way not only as a human being, but as a furry too.",83,en,despite watch movie theater dvd year see deserves likable first place zootopia lot charming humorous character gave movie perfect thumb plot went crime scene wonderfully love movie matter else make smile way human furry,2016-12,34
5.0,2016-12-11,A morality play that is a great movie too. Second-graders loved it.,12,en,morality play great movie second grader loved,2016-12,7
5.0,2016-12-10,great move for me and my son to watch,9,en,great move son watch,2016-12,4
